	Cluster_0	Cluster_1	Cluster_2
NT5DC3	5.45021391941392	5.468407017543859	5.470124571428571
NT5DC4	5.433126373626374	5.551669298245614	5.451994857142857
NT5E	6.347721978021978	6.577416666666666	6.071085714285714
NT5M	5.807869230769231	5.610038596491228	6.025276571428572
NTAN1	8.222882051282053	8.458110526315789	7.948749714285715
NTF3	5.867696703296703	5.8016850877192985	6.031347428571428
NTF4	5.454002564102565	5.412100877192982	5.432499428571429
NTHL1	7.927798901098901	7.707303508771931	8.244398285714286
NTM	5.8053413919413925	5.732578070175439	5.791032571428571
NTMT1	6.187691575091574	6.3109587719298235	6.219202857142857
NTN1	5.885968131868132	5.888865789473686	5.982814857142856
NTN3	6.998168864468865	7.670687719298246	6.2942857142857145
NTN4	7.383855677655678	6.372628947368421	7.124392571428572
NTN5	5.607390842490842	5.5026210526315795	5.625713714285713
NTNG1	5.72187619047619	5.617692105263156	5.748393714285715
NTNG2	5.385615750915751	5.402858771929824	5.339932571428571
NTPCR	9.206939926739926	9.11373596491228	9.272683428571428
NTRK1	5.4764970695970705	5.460216666666666	5.449280571428571
NTRK2	6.022193040293041	5.9336745614035085	6.0654828571428565
NTRK3	5.599401465201464	5.567148245614036	5.503527999999999
NTS	5.407464835164835	5.357258771929825	5.498432
NTSR1	5.4056945054945045	5.422552631578948	5.437711428571428
NTSR2	5.352276923076923	5.333088596491229	5.3770302857142855
NUAK1	8.398982783882785	7.994520175438597	7.954949714285714
NUAK2	6.009001098901099	5.958187719298246	6.039387428571429
NUB1	7.46558717948718	7.515897368421052	7.457262285714285
NUBP1	7.706558608058608	7.499356140350876	7.748846857142858
NUBP2	6.914219413919414	6.769659649122808	7.077342857142858
NUCB1	12.434243223443222	12.361514035087717	12.375101714285714
NUCB2	8.938596703296703	8.55927543859649	9.488176000000001
NUCKS1	9.355543223443222	9.206292105263156	9.426712571428572
NUDC	10.789269597069596	10.692821929824563	10.870213714285713
NUDCD1	5.6136970695970705	5.686749122807019	5.670455999999999
NUDCD2	6.1075318681318675	6.1247105263157895	6.126597714285714
NUDCD3	8.423087545787546	8.220279824561404	8.544220571428571
NUDT1	7.115261538461539	7.444459649122807	7.196317714285714
NUDT11	5.94709304029304	6.115690350877193	5.754909142857143
NUDT12	5.643830402930402	5.416574561403508	5.754121142857142
NUDT13	5.893941391941391	5.835814035087719	5.913234857142857
NUDT14	8.884634065934065	8.710007894736842	9.022514285714285
NUDT16	6.773486080586081	6.3952947368421045	6.818865714285715
NUDT16L1	8.008717582417582	7.5776622807017535	8.270546285714286
NUDT16P1	5.8880391941391945	5.593169298245615	6.115970285714285
NUDT18	7.421546886446887	7.08017807017544	7.541945714285714
NUDT19	5.675176190476191	5.792505263157895	5.737181714285715
NUDT2	8.15906043956044	7.782135087719299	8.220622857142859
NUDT21	6.237687545787546	6.35194298245614	6.232362857142858
NUDT22	7.5098714285714285	7.382180701754385	7.590826857142858
NUDT3	8.677665201465201	8.91065701754386	8.687839428571428
NUDT4	5.318775091575091	5.304847368421054	5.318333714285713
NUDT5	9.005694505494507	9.733258771929822	9.111222857142856
NUDT6	6.043968864468864	5.919198245614035	6.113364571428572
NUDT8	5.417136263736264	5.469065789473685	5.442973714285715
NUDT9	5.6616948717948725	5.680391228070175	5.709359428571428
NUF2	5.518163003663004	5.789207894736842	5.646361714285715
NUFIP1	5.643502197802198	5.687715789473684	5.650703999999999
NUFIP2	7.468769963369963	7.599897368421052	7.661510857142856
NUGGC	5.513995970695971	5.533725438596491	5.5359297142857145
NUMA1	7.444082417582417	7.039334210526316	7.786503999999999
NUMB	8.41532564102564	8.293664912280702	8.311070285714287
NUMBL	5.723761172161172	5.722585087719299	5.745862857142858
NUP107	8.284334798534799	8.511141228070175	8.444822857142858
NUP153	7.352279120879121	7.678975438596491	7.310713142857143
NUP155	6.48469010989011	6.748763157894738	6.544250285714287
NUP160	8.157549084249085	8.385669298245613	8.066630857142856
NUP188	7.425609523809524	7.543799122807018	7.5761268571428575
NUP205	8.79236336996337	9.309952631578948	8.91432342857143
NUP210	7.092542124542125	7.222550877192983	7.439480571428571
NUP210L	5.390635164835165	5.384665789473684	5.402110857142857
NUP214	8.286150549450548	8.268012280701754	8.301668000000001
NUP35	6.337377655677655	6.395901754385965	6.370116571428572
NUP37	8.950650915750916	9.19022894736842	9.033246857142856
NUP43	9.183847252747254	9.16848596491228	9.257616
NUP50	5.524654212454212	5.573991228070175	5.528534285714286
NUP54	7.154588644688644	7.303250877192982	7.068409142857142
NUP62	6.333403663003662	6.777253508771931	6.353509714285714
NUP62CL	6.246523443223443	6.023868421052631	6.468970857142857
NUP85	8.681377289377288	8.90107543859649	8.744707428571427
NUP88	8.603141391941392	9.004173684210528	8.73968
NUP93	7.987804761904762	8.682881578947368	7.993761142857143
NUP98	5.93207032967033	5.92502456140351	5.947459428571429
NUPL1	5.795683516483517	5.845176315789474	5.788341714285714
NUPL2	7.867053846153846	8.005005263157894	7.881781714285714
NUPR1	9.014046886446884	8.962135087719298	8.977576571428573
NUS1	5.651730036630037	5.760621929824562	5.6491862857142845
NUSAP1	7.815671062271061	8.59801052631579	8.365456
NUTF2	6.598870695970696	7.017609649122807	6.75640742857143
NUTM1	5.41285934065934	5.4462745614035075	5.444194857142858
NUTM2A	5.428261538461538	5.4299052631578935	5.465623428571429
NUTM2G	5.294661904761904	5.279743859649123	5.294327428571428
NVL	6.775256043956044	6.680417543859649	6.9012857142857165
NWD1	5.5246622710622715	5.714790350877193	5.569832571428571
NWD2	5.3055091575091575	5.276252631578946	5.275627999999999
NXF1	8.86427142857143	8.693650877192983	8.764521142857143
NXF2	5.393401098901099	5.402108771929825	5.4087377142857145
NXF3	5.469918681318681	5.456509649122807	5.452161714285714
NXF4	5.402934798534799	5.3948719298245615	5.425705714285715
NXF5	5.36997435897436	5.389029824561403	5.387052571428571
NXN	7.249186813186812	7.603211403508772	6.708099428571429
NXPE2	5.3633461538461535	5.350602631578947	5.341216
NXPE3	5.70415054945055	5.629647368421053	5.810054285714285
NXPE4	5.342245054945055	5.349757894736843	5.331064571428572
NXPH1	6.0447663003663	5.688340350877193	6.011005142857144
NXPH2	5.341839926739928	5.351182456140351	5.333862285714286
NXPH3	5.655042857142857	5.487002631578948	5.835290857142857
NXPH4	5.443205494505495	5.748496491228071	5.439911428571429
NXT1	9.080841391941393	9.37931403508772	9.110903428571428
NXT2	6.031191575091575	6.190195614035087	6.053173142857143
NYAP1	5.318928571428572	5.378675438596492	5.340648
NYAP2	5.433338095238096	5.426027192982457	5.4467291428571425
NYX	5.325475824175824	5.354195614035088	5.339466285714286
OAF	9.185226373626373	8.87564649122807	8.553823999999999
OARD1	8.216428937728939	8.14110701754386	8.384536571428571
OAS1	6.9303380952380955	7.071435964912282	6.974125142857143
OAS2	6.149698168498169	6.275989473684211	6.056670857142856
